,Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Causeway Bay,Central,Mong Kok
1272,2017-06-26,Daily Max,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1273,2017-06-27,Daily Max,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1274,2017-06-28,Daily Max,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,3.0
1275,2017-06-29,Daily Max,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
1276,2017-06-30,Daily Max,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
1277,2017-07-01,Daily Max,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0
1278,2017-07-02,Daily Max,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1279,2017-07-03,Daily Max,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1280,2017-07-04,Daily Max,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1281,2017-07-05,Daily Max,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1282,2017-07-06,Daily Max,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1283,2017-07-07,Daily Max,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1284,2017-07-08,Daily Max,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1285,2017-07-09,Daily Max,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0
1286,2017-07-10,Daily Max,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1287,2017-07-11,Daily Max,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
1288,2017-07-12,Daily Max,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0
1289,2017-07-13,Daily Max,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1290,2017-07-14,Daily Max,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
1291,2017-07-15,Daily Max,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
1292,2017-07-16,Daily Max,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
1293,2017-07-17,Daily Max,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1294,2017-07-18,Daily Max,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1295,2017-07-19,Daily Max,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
1296,2017-07-20,Daily Max,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1297,2017-07-21,Daily Max,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1298,2017-07-22,Daily Max,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0
1299,2017-07-23,Daily Max,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1300,2017-07-24,Daily Max,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
1301,2017-07-25,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
1302,2017-07-26,Daily Max,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
1303,2017-07-27,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
1304,2017-07-28,Daily Max,5.0,4.0,4.0,4.0,5.0,5.0,8.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0
1305,2017-07-29,Daily Max,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
1306,2017-07-30,Daily Max,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0
1307,2017-07-31,Daily Max,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0
1308,2017-08-01,Daily Max,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0
1309,2017-08-02,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0
1310,2017-08-03,Daily Max,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
1311,2017-08-04,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0
1312,2017-08-05,Daily Max,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0
1313,2017-08-06,Daily Max,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,3.0,4.0
1314,2017-08-07,Daily Max,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
1315,2017-08-08,Daily Max,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1316,2017-08-09,Daily Max,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0
1317,2017-08-10,Daily Max,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
1318,2017-08-11,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
1319,2017-08-12,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0
1320,2017-08-13,Daily Max,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0
1321,2017-08-14,Daily Max,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1322,2017-08-15,Daily Max,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0
1323,2017-08-16,Daily Max,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0
1324,2017-08-17,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1325,2017-08-18,Daily Max,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0
1326,2017-08-19,Daily Max,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0
1327,2017-08-20,Daily Max,4.0,5.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0
1328,2017-08-21,Daily Max,10.0,9.0,10.0,9.0,10.0,9.0,11.0,10.0,8.0,11.0,10.0,10.0,10.0,10.0
1329,2017-08-22,Daily Max,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,9.0,9.0,9.0,10.0,9.0
1330,2017-08-23,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
1331,2017-08-24,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0
1332,2017-08-25,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
1333,2017-08-26,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
1334,2017-08-27,Daily Max,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
1335,2017-08-28,Daily Max,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
1336,2017-08-29,Daily Max,6.0,7.0,7.0,5.0,7.0,8.0,10.0,10.0,9.0,10.0,7.0,7.0,7.0,6.0
1337,2017-08-30,Daily Max,9.0,7.0,8.0,7.0,8.0,9.0,11.0,11.0,11.0,9.0,8.0,8.0,8.0,9.0
1338,2017-08-31,Daily Max,5.0,5.0,6.0,5.0,6.0,6.0,9.0,10.0,9.0,8.0,6.0,7.0,6.0,6.0
1339,2017-09-01,Daily Max,10.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,9.0,8.0,10.0,10.0,10.0
1340,2017-09-02,Daily Max,9.0,7.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0,9.0,10.0,8.0,10.0
1341,2017-09-03,Daily Max,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,7.0,10.0,8.0,9.0,8.0,9.0
1342,2017-09-04,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
1343,2017-09-05,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0
1344,2017-09-06,Daily Max,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0
1345,2017-09-07,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0
1346,2017-09-08,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
1347,2017-09-09,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,3.0,3.0
1348,2017-09-10,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0
1349,2017-09-11,Daily Max,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0
1350,2017-09-12,Daily Max,11.0,9.0,9.0,10.0,11.0,11.0,10.0,11.0,11.0,9.0,10.0,11.0,10.0,11.0
1351,2017-09-13,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
1352,2017-09-14,Daily Max,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0
1353,2017-09-15,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,5.0,5.0,5.0,6.0,5.0,5.0
1354,2017-09-16,Daily Max,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
1355,2017-09-17,Daily Max,11.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0
1356,2017-09-18,Daily Max,8.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,6.0,6.0,10.0,8.0,8.0
1357,2017-09-19,Daily Max,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0
1358,2017-09-20,Daily Max,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0
1359,2017-09-21,Daily Max,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
1360,2017-09-22,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
1361,2017-09-23,Daily Max,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1362,2017-09-24,Daily Max,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
1363,2017-09-25,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
1364,2017-09-26,Daily Max,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,4.0,4.0
1365,2017-09-27,Daily Max,5.0,5.0,5.0,4.0,5.0,5.0,10.0,11.0,11.0,8.0,5.0,6.0,5.0,5.0
1366,2017-09-28,Daily Max,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,6.0,4.0,6.0,4.0,4.0
1367,2017-09-29,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0
1368,2017-09-30,Daily Max,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
1369,2017-10-01,Daily Max,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
1370,2017-10-02,Daily Max,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
1371,2017-10-03,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1372,2017-10-04,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
1373,2017-10-05,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
1374,2017-10-06,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
1375,2017-10-07,Daily Max,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0
1376,2017-10-08,Daily Max,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
1377,2017-10-09,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1378,2017-10-10,Daily Max,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0
1379,2017-10-11,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1380,2017-10-12,Daily Max,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0
1381,2017-10-13,Daily Max,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0
1382,2017-10-14,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,6.0,4.0,3.0
1383,2017-10-15,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1384,2017-10-16,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
1385,2017-10-17,Daily Max,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
1386,2017-10-18,Daily Max,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0
1387,2017-10-19,Daily Max,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0
1388,2017-10-20,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,5.0
1389,2017-10-21,Daily Max,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0
1390,2017-10-22,Daily Max,7.0,7.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0
1391,2017-10-23,Daily Max,7.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,9.0,7.0,7.0,7.0,6.0,7.0
1392,2017-10-24,Daily Max,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,8.0
1393,2017-10-25,Daily Max,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0
1394,2017-10-26,Daily Max,7.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0
1395,2017-10-27,Daily Max,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0
1396,2017-10-28,Daily Max,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0
1397,2017-10-29,Daily Max,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0
1398,2017-10-30,Daily Max,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0
1399,2017-10-31,Daily Max,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0
1400,2017-11-01,Daily Max,6.0,6.0,6.0,6.0,6.0,7.0,9.0,11.0,7.0,7.0,7.0,6.0,6.0,7.0
1401,2017-11-02,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,9.0,7.0,6.0,6.0,6.0,6.0
1402,2017-11-03,Daily Max,7.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
1403,2017-11-04,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0
1404,2017-11-05,Daily Max,8.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
1405,2017-11-06,Daily Max,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0
1406,2017-11-07,Daily Max,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0
1407,2017-11-08,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1408,2017-11-09,Daily Max,6.0,6.0,5.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0
1409,2017-11-10,Daily Max,6.0,6.0,5.0,6.0,7.0,8.0,10.0,11.0,9.0,7.0,6.0,7.0,7.0,6.0
1410,2017-11-11,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1411,2017-11-12,Daily Max,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
1412,2017-11-13,Daily Max,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1413,2017-11-14,Daily Max,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0
1414,2017-11-15,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
1415,2017-11-16,Daily Max,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0
1416,2017-11-17,Daily Max,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
1417,2017-11-18,Daily Max,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0
1418,2017-11-19,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
1419,2017-11-20,Daily Max,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
1420,2017-11-21,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
1421,2017-11-22,Daily Max,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,6.0,5.0
1422,2017-11-23,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0
1423,2017-11-24,Daily Max,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0
1424,2017-11-25,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
1425,2017-11-26,Daily Max,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
1426,2017-11-27,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
1427,2017-11-28,Daily Max,5.0,6.0,5.0,5.0,6.0,7.0,7.0,9.0,8.0,4.0,5.0,6.0,5.0,6.0
1428,2017-11-29,Daily Max,5.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0
1429,2017-11-30,Daily Max,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0
1430,2017-12-01,Daily Max,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
1431,2017-12-02,Daily Max,5.0,5.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
1432,2017-12-03,Daily Max,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,8.0,7.0,6.0
1433,2017-12-04,Daily Max,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,8.0,7.0,6.0
1434,2017-12-05,Daily Max,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0
1435,2017-12-06,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0
1436,2017-12-07,Daily Max,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0
1437,2017-12-08,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0
1438,2017-12-09,Daily Max,7.0,7.0,7.0,7.0,7.0,6.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0
1439,2017-12-10,Daily Max,9.0,8.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0
1440,2017-12-11,Daily Max,6.0,7.0,6.0,6.0,10.0,7.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,7.0
1441,2017-12-12,Daily Max,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1442,2017-12-13,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
1443,2017-12-14,Daily Max,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
1444,2017-12-15,Daily Max,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0
1445,2017-12-16,Daily Max,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
1446,2017-12-17,Daily Max,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0
1447,2017-12-18,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0
1448,2017-12-19,Daily Max,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0
1449,2017-12-20,Daily Max,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0
1450,2017-12-21,Daily Max,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
1451,2017-12-22,Daily Max,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0
1452,2017-12-23,Daily Max,7.0,5.0,6.0,7.0,7.0,8.0,7.0,8.0,6.0,5.0,5.0,10.0,9.0,8.0
1453,2017-12-24,Daily Max,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0
1454,2017-12-25,Daily Max,7.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
1455,2017-12-26,Daily Max,7.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,8.0,9.0,8.0,8.0,7.0,8.0
1456,2017-12-27,Daily Max,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0
1457,2017-12-28,Daily Max,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0
1458,2017-12-29,Daily Max,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
1459,2017-12-30,Daily Max,5.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,8.0,6.0,6.0,7.0,5.0,5.0
1460,2017-12-31,Daily Max,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0
1461,2018-01-01,Daily Max,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1462,2018-01-02,Daily Max,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1463,2018-01-03,Daily Max,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0
